fecha,stock_arena_t,consumo_t,recepcion_t,stock_seguridad_t,quiebre
2025-05-22,20240.0,3787.0,0.0,12000,0
2025-05-23,42991.0,3919.0,26670.0,12000,0
2025-05-24,46072.0,5607.0,8688.0,12000,0
2025-05-25,49560.0,5474.0,8962.0,12000,0
2025-05-26,44090.0,5470.0,0.0,12000,0
2025-05-27,39908.0,4182.0,0.0,12000,0
2025-05-28,36261.0,3647.0,0.0,12000,0
2025-05-29,30905.0,5355.0,0.0,12000,0
2025-05-30,25879.0,5026.0,0.0,12000,0
2025-05-31,30112.0,4794.0,9027.0,12000,0
2025-06-01,33397.0,5677.0,8962.0,12000,0
2025-06-02,37163.0,4844.0,8610.0,12000,0
2025-06-03,33932.0,3231.0,0.0,12000,0
2025-06-04,37679.0,5252.0,8999.0,12000,0
2025-06-05,35821.0,3959.0,2100.0,12000,0
2025-06-06,30953.0,4868.0,0.0,12000,0
2025-06-07,34358.0,5556.0,8961.0,12000,0
2025-06-08,30811.0,3547.0,0.0,12000,0
2025-06-09,27312.0,3499.0,0.0,12000,0
2025-06-10,23834.0,3478.0,0.0,12000,0
2025-06-11,30481.0,4593.0,11240.0,12000,0
2025-06-12,26590.0,3891.0,0.0,12000,0
2025-06-13,21868.0,4722.0,0.0,12000,0
2025-06-14,34715.0,5003.0,17850.0,12000,0
2025-06-15,30995.0,3720.0,0.0,12000,0
2025-06-16,35168.0,4795.0,8968.0,12000,0
2025-06-17,40330.0,3870.0,9032.0,12000,0
2025-06-18,35899.0,4431.0,0.0,12000,0
2025-06-19,30427.0,5472.0,0.0,12000,0
2025-06-20,25102.0,5324.0,0.0,12000,0
2025-06-21,39526.0,3442.0,17866.0,12000,0
2025-06-22,37825.0,4269.0,2568.0,12000,0
2025-06-23,33923.0,3902.0,0.0,12000,0
2025-06-24,39623.0,3220.0,8920.0,12000,0
2025-06-25,34486.0,5137.0,0.0,12000,0
2025-06-26,38631.0,4802.0,8947.0,12000,0
2025-06-27,43839.0,3865.0,9073.0,12000,0
2025-06-28,38777.0,5062.0,0.0,12000,0
2025-06-29,34188.0,4589.0,0.0,12000,0
2025-06-30,29908.0,4279.0,0.0,12000,0
2025-07-01,26949.0,2959.0,0.0,12000,0
2025-07-02,23840.0,3109.0,0.0,12000,0
2025-07-03,21992.0,4954.0,3106.0,12000,0
2025-07-04,26021.0,5002.0,9031.0,12000,0
2025-07-05,21838.0,4183.0,0.0,12000,0
2025-07-06,25914.0,4844.0,8920.0,12000,0
2025-07-07,39667.0,4268.0,18020.0,12000,0
2025-07-08,36391.0,3275.0,0.0,12000,0
2025-07-09,42141.0,3228.0,8978.0,12000,0
2025-07-10,38500.0,3641.0,0.0,12000,0
2025-07-11,33510.0,4991.0,0.0,12000,0
2025-07-12,28754.0,4756.0,0.0,12000,0
2025-07-13,32902.0,4903.0,9051.0,12000,0
2025-07-14,27912.0,4991.0,0.0,12000,0
2025-07-15,24495.0,3417.0,0.0,12000,0
2025-07-16,20988.0,3507.0,0.0,12000,0
2025-07-17,35725.0,3172.0,17909.0,12000,0
2025-07-18,39985.0,4719.0,8980.0,12000,0
2025-07-19,35029.0,4957.0,0.0,12000,0
2025-07-20,39716.0,3865.0,8553.0,12000,0
2025-07-21,35362.0,4355.0,0.0,12000,0
2025-07-22,32071.0,3290.0,0.0,12000,0
2025-07-23,27010.0,5061.0,0.0,12000,0
2025-07-24,31098.0,4912.0,9000.0,12000,0
2025-07-25,25931.0,5167.0,0.0,12000,0
2025-07-26,22076.0,4789.0,934.0,12000,0
2025-07-27,17125.0,4951.0,0.0,12000,0
2025-07-28,23193.0,2994.0,9061.0,12000,0
2025-07-29,44622.0,4620.0,26049.0,12000,0
2025-07-30,40926.0,3696.0,0.0,12000,0
2025-07-31,35863.0,5063.0,0.0,12000,0
2025-08-01,30892.0,4971.0,0.0,12000,0
2025-08-02,25774.0,5118.0,0.0,12000,0
2025-08-03,20783.0,4991.0,0.0,12000,0
2025-08-04,24519.0,3696.0,7431.0,12000,0
2025-08-05,28644.0,4935.0,9061.0,12000,0
2025-08-06,34379.0,3318.0,9053.0,12000,0
2025-08-07,29242.0,5137.0,0.0,12000,0
2025-08-08,33211.0,5105.0,9074.0,12000,0
2025-08-09,38533.0,3590.0,8912.0,12000,0
2025-08-10,33528.0,5005.0,0.0,12000,0
2025-08-11,31486.0,4157.0,2114.0,12000,0
2025-08-12,27698.0,3787.0,0.0,12000,0
2025-08-13,22744.0,4954.0,0.0,12000,0
2025-08-14,29695.0,3603.0,10554.0,12000,0
2025-08-15,35654.0,3117.0,9075.0,12000,0
2025-08-16,32133.0,3521.0,0.0,12000,0
2025-08-17,28291.0,3842.0,0.0,12000,0
2025-08-18,32107.0,5119.0,8935.0,12000,0
2025-08-19,35726.0,5363.0,8982.0,12000,0
2025-08-20,32001.0,3725.0,0.0,12000,0
2025-08-21,27413.0,4588.0,0.0,12000,0
2025-08-22,23401.0,4012.0,0.0,12000,0
2025-08-23,27016.0,5397.0,9011.0,12000,0
2025-08-24,31662.0,4337.0,8983.0,12000,0
2025-08-25,26365.0,5297.0,0.0,12000,0
2025-08-26,23029.0,3335.0,0.0,12000,0
2025-08-27,17658.0,5371.0,0.0,12000,0
2025-08-28,14173.0,3486.0,0.0,12000,0
2025-08-29,26823.0,5352.0,18003.0,12000,0
2025-08-30,32171.0,3693.0,9040.0,12000,0
2025-08-31,38414.0,3319.0,9562.0,12000,0
2025-09-01,33420.0,4993.0,0.0,12000,0
2025-09-02,27574.0,5847.0,0.0,12000,0
2025-09-03,22931.0,4642.0,0.0,12000,0
2025-09-04,17440.0,5492.0,0.0,12000,0
2025-09-05,12223.0,5216.0,0.0,12000,0
2025-09-06,15898.0,4850.0,8525.0,12000,0
2025-09-07,28624.0,5406.0,18131.0,12000,0
2025-09-08,33174.0,4471.0,9022.0,12000,0
2025-09-09,36425.0,5789.0,9040.0,12000,0
2025-09-10,32688.0,3737.0,0.0,12000,0
2025-09-11,26269.0,6419.0,0.0,12000,0
2025-09-12,39040.0,5295.0,18065.0,12000,0
2025-09-13,33219.0,5820.0,0.0,12000,0
2025-09-14,27334.0,5886.0,0.0,12000,0
2025-09-15,21655.0,5679.0,0.0,12000,0
2025-09-16,16866.0,4789.0,0.0,12000,0
2025-09-17,30888.0,3935.0,17957.0,12000,0
2025-09-18,25541.0,5660.0,313.0,12000,0
2025-09-19,28447.0,4690.0,7596.0,12000,0
2025-09-20,23804.0,4643.0,0.0,12000,0
2025-09-21,17610.0,6193.0,0.0,12000,0
2025-09-22,11789.0,5821.0,0.0,12000,0
2025-09-23,16125.0,4604.0,8940.0,12000,0
2025-09-24,20479.0,4630.0,8983.0,12000,0
2025-09-25,33447.0,4917.0,17886.0,12000,0
2025-09-26,28547.0,4900.0,0.0,12000,0
2025-09-27,33036.0,4590.0,9079.0,12000,0
2025-09-28,28934.0,4101.0,0.0,12000,0
2025-09-29,23982.0,4952.0,0.0,12000,0
2025-09-30,17521.0,6461.0,0.0,12000,0
2025-10-01,12383.0,5138.0,0.0,12000,0
2025-10-02,6655.0,5728.0,0.0,12000,0
2025-10-03,10676.0,4976.0,8998.0,12000,0
2025-10-04,33418.0,4153.0,26895.0,12000,0
2025-10-05,28619.0,4799.0,0.0,12000,0
2025-10-06,34238.0,3366.0,8986.0,12000,0
2025-10-07,30122.0,4116.0,0.0,12000,0
2025-10-08,25632.0,4490.0,0.0,12000,0
2025-10-09,20749.0,4883.0,0.0,12000,0
2025-10-10,15670.0,5079.0,0.0,12000,0
2025-10-11,29093.0,4582.0,18005.0,12000,0
2025-10-12,24570.0,4522.0,0.0,12000,0
2025-10-13,29735.0,3924.0,9089.0,12000,0
2025-10-14,28025.0,4604.0,2894.0,12000,0
2025-10-15,31301.0,5724.0,8999.0,12000,0
2025-10-16,34782.0,5449.0,8930.0,12000,0
2025-10-17,30973.0,3809.0,0.0,12000,0
2025-10-18,27386.0,3587.0,0.0,12000,0
2025-10-19,22672.0,4714.0,0.0,12000,0
2025-10-20,17650.0,5022.0,0.0,12000,0
2025-10-21,22444.0,4242.0,9037.0,12000,0
2025-10-22,44099.0,5507.0,27162.0,12000,0
2025-10-23,38768.0,5331.0,0.0,12000,0
2025-10-24,35682.0,5126.0,2040.0,12000,0
2025-10-25,40656.0,3953.0,8927.0,12000,0
2025-10-26,36769.0,3886.0,0.0,12000,0
2025-10-27,33340.0,3429.0,0.0,12000,0
2025-10-28,29334.0,4006.0,0.0,12000,0
2025-10-29,24726.0,4609.0,0.0,12000,0
2025-10-30,19136.0,5589.0,0.0,12000,0
2025-10-31,15581.0,3556.0,0.0,12000,0
2025-11-01,37811.0,4282.0,26512.0,12000,0
2025-11-02,32986.0,4825.0,0.0,12000,0
2025-11-03,47157.0,3728.0,17899.0,12000,0
2025-11-04,42165.0,4992.0,0.0,12000,0
2025-11-05,37681.0,4484.0,0.0,12000,0
2025-11-06,33828.0,3853.0,0.0,12000,0
2025-11-07,28937.0,4891.0,0.0,12000,0
2025-11-08,25685.0,3252.0,0.0,12000,0
2025-11-09,20555.0,5130.0,0.0,12000,0
2025-11-10,15378.0,5178.0,0.0,12000,0
2025-11-11,11871.0,3507.0,0.0,12000,0
2025-11-12,42854.0,4309.0,35293.0,12000,0
2025-11-13,39173.0,3681.0,0.0,12000,0
2025-11-14,42597.0,5651.0,9076.0,12000,0
2025-11-15,38055.0,4543.0,0.0,12000,0
2025-11-16,34690.0,3365.0,0.0,12000,0
2025-11-17,30824.0,3866.0,0.0,12000,0
2025-11-18,25449.0,5375.0,0.0,12000,0
2025-11-19,30024.0,4388.0,8963.0,12000,0
2025-11-20,24767.0,5257.0,0.0,12000,0
2025-11-21,28255.0,4920.0,8408.0,12000,0
2025-11-22,24719.0,5727.0,2191.0,12000,0
2025-11-23,19981.0,4738.0,0.0,12000,0
2025-11-24,23371.0,5631.0,9021.0,12000,0
2025-11-25,17887.0,5484.0,0.0,12000,0
2025-11-26,13106.0,4781.0,0.0,12000,0
2025-11-27,17051.0,5050.0,8995.0,12000,0
2025-11-28,21627.0,4510.0,9086.0,12000,0
2025-11-29,16297.0,5330.0,0.0,12000,0
2025-11-30,13241.0,4618.0,1563.0,12000,0
2025-12-01,16508.0,5775.0,9042.0,12000,0
2025-12-02,11140.0,5369.0,0.0,12000,0
2025-12-03,15559.0,4657.0,9076.0,12000,0
2025-12-04,11472.0,4087.0,0.0,12000,0
2025-12-05,34548.0,4055.0,27131.0,12000,0
2025-12-06,29460.0,5088.0,0.0,12000,0
2025-12-07,24032.0,5427.0,0.0,12000,0
2025-12-08,19252.0,4780.0,0.0,12000,0
2025-12-09,14193.0,5059.0,0.0,12000,0
2025-12-10,10065.0,4128.0,0.0,12000,0
2025-12-11,32266.0,3606.0,25807.0,12000,0
2025-12-12,31630.0,4157.0,3522.0,12000,0
2025-12-13,36522.0,4120.0,9012.0,12000,0
2025-12-14,32274.0,4247.0,0.0,12000,0
2025-12-15,36486.0,4830.0,9042.0,12000,0
2025-12-16,32719.0,3767.0,0.0,12000,0
2025-12-17,28705.0,4013.0,0.0,12000,0
2025-12-18,23468.0,5237.0,0.0,12000,0
2025-12-19,18198.0,5270.0,0.0,12000,0
2025-12-20,14627.0,3571.0,0.0,12000,0
2025-12-21,19354.0,4480.0,9206.0,12000,0
2025-12-22,23501.0,4837.0,8984.0,12000,0
2025-12-23,19000.0,4501.0,0.0,12000,0
2025-12-24,15051.0,3949.0,0.0,12000,0
2025-12-25,19598.0,4513.0,9060.0,12000,0
2025-12-26,22743.0,5795.0,8940.0,12000,0
2025-12-27,17796.0,4946.0,0.0,12000,0
2025-12-28,12555.0,5241.0,0.0,12000,0
2025-12-29,15900.0,5668.0,9012.0,12000,0
2025-12-30,10473.0,5427.0,0.0,12000,0
2025-12-31,15065.0,4408.0,8999.0,12000,0
2026-01-01,29204.0,3390.0,17530.0,12000,0
2026-01-02,35110.0,4298.0,10204.0,12000,0
2026-01-03,38821.0,5353.0,9064.0,12000,0
2026-01-04,33206.0,5615.0,0.0,12000,0
2026-01-05,27328.0,5878.0,0.0,12000,0
2026-01-06,31724.0,4475.0,8870.0,12000,0
2026-01-07,35384.0,5337.0,8997.0,12000,0
2026-01-08,30576.0,4808.0,0.0,12000,0
2026-01-09,25617.0,4958.0,0.0,12000,0
2026-01-10,21664.0,3954.0,0.0,12000,0
2026-01-11,17713.0,3951.0,0.0,12000,0
2026-01-12,22179.0,4519.0,8986.0,12000,0
2026-01-13,27778.0,3451.0,9050.0,12000,0
2026-01-14,32549.0,4257.0,9028.0,12000,0
2026-01-15,27392.0,5158.0,0.0,12000,0
2026-01-16,31886.0,4436.0,8930.0,12000,0
2026-01-17,28077.0,3808.0,0.0,12000,0
2026-01-18,23476.0,4602.0,0.0,12000,0
2026-01-19,19766.0,3710.0,0.0,12000,0
2026-01-20,23796.0,5008.0,9039.0,12000,0
2026-01-21,38041.0,3446.0,17690.0,12000,0
2026-01-22,40918.0,4409.0,7286.0,12000,0
2026-01-23,36062.0,4856.0,0.0,12000,0
2026-01-24,32615.0,3446.0,0.0,12000,0
2026-01-25,27553.0,5062.0,0.0,12000,0
2026-01-26,23822.0,3731.0,0.0,12000,0
2026-01-27,28234.0,4587.0,8999.0,12000,0
2026-01-28,33700.0,3507.0,8973.0,12000,0
2026-01-29,29330.0,4370.0,0.0,12000,0
2026-01-30,34441.0,3930.0,9041.0,12000,0
2026-01-31,30208.0,4233.0,0.0,12000,0
2026-02-01,33467.0,5691.0,8950.0,12000,0
2026-02-02,29219.0,4629.0,381.0,12000,0
2026-02-03,23554.0,5666.0,0.0,12000,0
2026-02-04,17666.0,5888.0,0.0,12000,0
2026-02-05,13390.0,4276.0,0.0,12000,0
2026-02-06,18657.0,3802.0,9069.0,12000,0
2026-02-07,15028.0,3629.0,0.0,12000,0
2026-02-08,18996.0,5074.0,9042.0,12000,0
2026-02-09,21569.0,6355.0,8928.0,12000,0
2026-02-10,26460.0,4548.0,9439.0,12000,0
2026-02-11,21078.0,5382.0,0.0,12000,0
2026-02-12,24341.0,5747.0,9010.0,12000,0
2026-02-13,27941.0,5387.0,8988.0,12000,0
2026-02-14,22270.0,5672.0,0.0,12000,0
2026-02-15,16055.0,6215.0,0.0,12000,0
2026-02-16,11926.0,4129.0,0.0,12000,0
2026-02-17,8294.0,3631.0,0.0,12000,0
2026-02-18,13304.0,3998.0,9008.0,12000,0
2026-02-19,17992.0,3926.0,8614.0,12000,0
2026-02-20,38690.0,5436.0,26134.0,12000,0
2026-02-21,33547.0,5143.0,0.0,12000,0
2026-02-22,29366.0,4181.0,0.0,12000,0
2026-02-23,23847.0,5519.0,0.0,12000,0
2026-02-24,18140.0,5707.0,0.0,12000,0
2026-02-25,14099.0,4041.0,0.0,12000,0
2026-02-26,26818.0,5263.0,17983.0,12000,0
2026-02-27,29650.0,5654.0,8486.0,12000,0
2026-02-28,34803.0,3893.0,9046.0,12000,0
2026-03-01,28487.0,6316.0,0.0,12000,0
2026-03-02,30692.0,6753.0,8958.0,12000,0
2026-03-03,26510.0,4182.0,0.0,12000,0
2026-03-04,40531.0,3935.0,17956.0,12000,0
2026-03-05,35737.0,4794.0,0.0,12000,0
2026-03-06,38795.0,5890.0,8948.0,12000,0
2026-03-07,32062.0,6733.0,0.0,12000,0
2026-03-08,27014.0,5048.0,0.0,12000,0
2026-03-09,29975.0,6003.0,8964.0,12000,0
2026-03-10,34803.0,4086.0,8914.0,12000,0
2026-03-11,31200.0,5930.0,2328.0,12000,0
